,year,home_team,month,day,attend,day_of_week,opponent,temp,skies,day_night,cap,shirt,fireworks,bobblehead,hum>average,attend_inc,attend_thousands
567,2012,Los Angeles Angels,APR,16,19137,Monday,Oakland Athletics,71,Clear,Night,NO,NO,NO,NO,YES,-3422,19
568,2012,Los Angeles Angels,APR,17,28711,Tuesday,Oakland Athletics,72,Cloudy,Night,NO,NO,NO,YES,NO,9574,29
569,2012,Los Angeles Angels,APR,18,19052,Wednesday,Oakland Athletics,68,Clear,Night,NO,NO,NO,NO,YES,-9659,19
570,2012,Los Angeles Angels,APR,19,19505,Thursday,Oakland Athletics,67,Cloudy,Night,NO,YES,NO,NO,YES,453,20
571,2012,Los Angeles Angels,APR,20,22590,Friday,Baltimore Orioles,63,Clear,Night,NO,NO,YES,NO,YES,3085,23
572,2012,Los Angeles Angels,APR,21,26638,Saturday,Baltimore Orioles,64,Clear,Night,YES,NO,NO,NO,YES,4048,27
573,2012,Los Angeles Angels,APR,22,26755,Sunday,Baltimore Orioles,65,Cloudy,Day,NO,NO,NO,NO,,117,27
574,2012,Los Angeles Angels,APR,30,18919,Monday,Minnesota Twins,64,Cloudy,Night,NO,NO,NO,NO,YES,-7836,19
575,2012,Los Angeles Angels,MAY,1,21027,Tuesday,Minnesota Twins,60,Cloudy,Night,NO,NO,NO,NO,NO,2108,21
576,2012,Los Angeles Angels,MAY,2,19102,Wednesday,Minnesota Twins,63,Cloudy,Night,NO,NO,NO,NO,NO,-1925,19
577,2012,Los Angeles Angels,MAY,3,19851,Thursday,Toronto Blue Jays,66,Cloudy,Night,NO,NO,NO,NO,NO,749,20
578,2012,Los Angeles Angels,MAY,4,23212,Friday,Toronto Blue Jays,67,Cloudy,Night,NO,NO,YES,NO,NO,3361,23
579,2012,Los Angeles Angels,MAY,5,27313,Saturday,Toronto Blue Jays,68,Clear,Night,NO,NO,NO,NO,,4101,27
580,2012,Los Angeles Angels,MAY,6,26284,Sunday,Toronto Blue Jays,71,Clear,Day,NO,NO,NO,NO,NO,-1029,26
581,2012,Los Angeles Angels,MAY,14,22996,Monday,Oakland Athletics,70,Clear,Night,NO,NO,NO,NO,NO,-3288,23
582,2012,Los Angeles Angels,MAY,15,22233,Tuesday,Oakland Athletics,74,Clear,Night,NO,NO,NO,NO,NO,-763,22
583,2012,Los Angeles Angels,MAY,16,27319,Wednesday,Chicago White Sox,76,Clear,Night,NO,NO,NO,YES,NO,5086,27
584,2012,Los Angeles Angels,MAY,17,21550,Thursday,Chicago White Sox,73,Clear,Day,NO,NO,NO,NO,NO,-5769,22
585,2012,Los Angeles Angels,MAY,28,30811,Monday,New York Yankees,74,Clear,Night,NO,NO,YES,NO,NO,9261,31
586,2012,Los Angeles Angels,MAY,29,29445,Tuesday,New York Yankees,72,Clear,Night,NO,NO,NO,NO,YES,-1366,29
587,2012,Los Angeles Angels,MAY,30,28078,Wednesday,New York Yankees,68,Clear,Night,NO,NO,NO,NO,NO,-1367,28
588,2012,Los Angeles Angels,JUN,1,28056,Friday,Texas Rangers,66,Clear,Night,NO,NO,YES,NO,NO,-22,28
589,2012,Los Angeles Angels,JUN,2,30959,Saturday,Texas Rangers,66,Cloudy,Night,YES,NO,NO,NO,YES,2903,31
590,2012,Los Angeles Angels,JUN,3,29725,Sunday,Texas Rangers,70,Cloudy,Day,NO,NO,NO,NO,YES,-1234,30
591,2012,Los Angeles Angels,JUN,4,25255,Monday,Seattle Mariners,65,Cloudy,Night,NO,NO,NO,NO,YES,-4470,25
592,2012,Los Angeles Angels,JUN,5,24515,Tuesday,Seattle Mariners,71,Clear,Night,NO,NO,NO,NO,YES,-740,25
593,2012,Los Angeles Angels,JUN,6,26139,Wednesday,Seattle Mariners,74,Clear,Night,NO,NO,NO,NO,YES,1624,26
594,2012,Los Angeles Angels,JUN,15,25967,Friday,Arizona Diamondbacks,65,Cloudy,Night,NO,NO,YES,NO,NO,-172,26
595,2012,Los Angeles Angels,JUN,16,29738,Saturday,Arizona Diamondbacks,69,Clear,Night,NO,NO,NO,NO,YES,3771,30
596,2012,Los Angeles Angels,JUN,17,29555,Sunday,Arizona Diamondbacks,76,Clear,Day,NO,NO,NO,NO,NO,-183,30
597,2012,Los Angeles Angels,JUN,18,28864,Monday,San Francisco Giants,71,Clear,Night,NO,NO,NO,NO,NO,-691,29
598,2012,Los Angeles Angels,JUN,19,26607,Tuesday,San Francisco Giants,69,Clear,Night,NO,NO,NO,NO,YES,-2257,27
599,2012,Los Angeles Angels,JUN,20,28225,Wednesday,San Francisco Giants,68,Clear,Night,NO,NO,NO,NO,YES,1618,28
600,2012,Los Angeles Angels,JUN,22,31184,Friday,Los Angeles Dodgers,71,Clear,Night,NO,NO,YES,NO,NO,2959,31
601,2012,Los Angeles Angels,JUN,23,31158,Saturday,Los Angeles Dodgers,76,Clear,Night,NO,NO,NO,NO,NO,-26,31
602,2012,Los Angeles Angels,JUN,24,30782,Sunday,Los Angeles Dodgers,78,Clear,Day,NO,NO,NO,NO,,-376,31
603,2012,Los Angeles Angels,JUL,5,26673,Thursday,Baltimore Orioles,69,Cloudy,Night,NO,NO,NO,NO,NO,-4109,27
604,2012,Los Angeles Angels,JUL,6,29901,Friday,Baltimore Orioles,73,Clear,Night,NO,NO,YES,NO,YES,3228,30
605,2012,Los Angeles Angels,JUL,7,28803,Saturday,Baltimore Orioles,75,Clear,Night,NO,YES,NO,NO,NO,-1098,29
606,2012,Los Angeles Angels,JUL,8,25976,Sunday,Baltimore Orioles,79,Clear,Day,NO,NO,NO,NO,YES,-2827,26
607,2012,Los Angeles Angels,JUL,20,30755,Friday,Texas Rangers,81,Clear,Night,NO,NO,YES,NO,YES,4779,31
608,2012,Los Angeles Angels,JUL,21,27360,Saturday,Texas Rangers,82,Clear,Day,NO,NO,NO,NO,YES,-3395,27
609,2012,Los Angeles Angels,JUL,22,29512,Sunday,Texas Rangers,77,Clear,Night,NO,NO,NO,NO,YES,2152,30
610,2012,Los Angeles Angels,JUL,23,24533,Monday,Kansas City Royals,77,Clear,Night,NO,NO,NO,NO,NO,-4979,25
611,2012,Los Angeles Angels,JUL,24,24536,Tuesday,Kansas City Royals,73,Clear,Night,YES,NO,NO,NO,YES,3,25
612,2012,Los Angeles Angels,JUL,25,27375,Wednesday,Kansas City Royals,75,Clear,Day,NO,NO,NO,NO,YES,2839,27
613,2012,Los Angeles Angels,JUL,27,28095,Friday,Tampa Bay Rays,73,Clear,Night,NO,NO,YES,NO,,720,28
614,2012,Los Angeles Angels,JUL,28,28862,Saturday,Tampa Bay Rays,80,Clear,Night,NO,NO,NO,NO,YES,767,29
615,2012,Los Angeles Angels,JUL,29,24834,Sunday,Tampa Bay Rays,78,Clear,Day,NO,NO,NO,NO,YES,-4028,25
616,2012,Los Angeles Angels,AUG,10,27311,Friday,Seattle Mariners,85,Cloudy,Night,NO,NO,YES,NO,YES,2477,27
617,2012,Los Angeles Angels,AUG,11,27105,Saturday,Seattle Mariners,84,Cloudy,Night,NO,NO,NO,NO,NO,-206,27
618,2012,Los Angeles Angels,AUG,12,25554,Sunday,Seattle Mariners,91,Clear,Day,NO,NO,NO,NO,NO,-1551,26
619,2012,Los Angeles Angels,AUG,13,25634,Monday,Cleveland Indians,82,Cloudy,Night,NO,NO,NO,NO,YES,80,26
620,2012,Los Angeles Angels,AUG,14,27879,Tuesday,Cleveland Indians,86,Clear,Night,NO,NO,NO,NO,,2245,28
621,2012,Los Angeles Angels,AUG,15,26288,Wednesday,Cleveland Indians,76,Cloudy,Night,NO,NO,NO,NO,NO,-1591,26
622,2012,Los Angeles Angels,AUG,16,27014,Thursday,Tampa Bay Rays,83,Clear,Night,NO,NO,NO,NO,NO,726,27
623,2012,Los Angeles Angels,AUG,17,26109,Friday,Tampa Bay Rays,84,Cloudy,Night,NO,NO,YES,NO,NO,-905,26
624,2012,Los Angeles Angels,AUG,18,28760,Saturday,Tampa Bay Rays,84,Clear,Night,NO,NO,NO,NO,NO,2651,29
625,2012,Los Angeles Angels,AUG,19,25752,Sunday,Tampa Bay Rays,92,Clear,Day,NO,NO,NO,NO,YES,-3008,26
626,2012,Los Angeles Angels,AUG,28,27122,Tuesday,Boston Red Sox,86,Cloudy,Night,NO,NO,NO,NO,NO,1370,27
627,2012,Los Angeles Angels,AUG,29,26489,Wednesday,Boston Red Sox,79,Cloudy,Night,NO,NO,NO,NO,NO,-633,26
628,2012,Los Angeles Angels,AUG,30,27309,Thursday,Boston Red Sox,80,Cloudy,Night,NO,NO,NO,NO,YES,820,27
629,2012,Los Angeles Angels,SEP,7,28073,Friday,Detroit Tigers,81,Cloudy,Night,NO,NO,YES,NO,YES,764,28
630,2012,Los Angeles Angels,SEP,8,28808,Saturday,Detroit Tigers,80,Cloudy,Night,NO,NO,NO,NO,YES,735,29
631,2012,Los Angeles Angels,SEP,9,26751,Sunday,Detroit Tigers,91,Cloudy,Day,NO,NO,NO,NO,YES,-2057,27
632,2012,Los Angeles Angels,SEP,10,25245,Monday,Oakland Athletics,78,Cloudy,Night,NO,NO,NO,NO,YES,-1506,25
633,2012,Los Angeles Angels,SEP,11,26456,Tuesday,Oakland Athletics,73,Cloudy,Night,NO,NO,NO,NO,,1211,26
634,2012,Los Angeles Angels,SEP,12,26668,Wednesday,Oakland Athletics,76,Clear,Night,NO,NO,NO,NO,YES,212,27
635,2012,Los Angeles Angels,SEP,13,26620,Thursday,Oakland Athletics,85,Clear,Day,NO,NO,NO,NO,NO,-48,27
636,2012,Los Angeles Angels,SEP,18,25864,Tuesday,Texas Rangers,79,Clear,Night,NO,NO,NO,NO,YES,-756,26
645,2012,Minnesota Twins,APR,9,27590,Monday,Los Angeles Angels,45,Cloudy,Day,NO,NO,NO,NO,YES,,28
646,2012,Minnesota Twins,APR,11,21989,Wednesday,Los Angeles Angels,50,Clear,Night,NO,NO,NO,NO,NO,-5601,22
647,2012,Minnesota Twins,APR,12,22247,Thursday,Los Angeles Angels,56,Cloudy,Day,NO,NO,NO,NO,NO,258,22
648,2012,Minnesota Twins,APR,13,21980,Friday,Texas Rangers,49,Cloudy,Night,NO,NO,NO,NO,YES,-267,22
649,2012,Minnesota Twins,APR,14,25098,Saturday,Texas Rangers,65,Clear,Day,NO,NO,NO,NO,YES,3118,25
650,2012,Minnesota Twins,APR,15,22465,Sunday,Texas Rangers,62,Cloudy,Day,NO,NO,NO,NO,YES,-2633,22
651,2012,Minnesota Twins,APR,23,22646,Monday,Boston Red Sox,62,Cloudy,Night,NO,NO,NO,NO,YES,181,23
652,2012,Minnesota Twins,APR,24,23556,Tuesday,Boston Red Sox,71,Clear,Night,NO,NO,NO,NO,YES,910,24
653,2012,Minnesota Twins,APR,25,22578,Wednesday,Boston Red Sox,71,Clear,Night,NO,NO,NO,NO,,-978,23
654,2012,Minnesota Twins,APR,27,23320,Friday,Kansas City Royals,53,Cloudy,Night,NO,NO,NO,NO,NO,742,23
655,2012,Minnesota Twins,APR,29,23941,Sunday,Kansas City Royals,55,Cloudy,Day,NO,NO,NO,NO,YES,621,24
656,2012,Minnesota Twins,MAY,7,21967,Monday,Los Angeles Angels,65,Cloudy,Night,NO,NO,NO,NO,YES,-1974,22
657,2012,Minnesota Twins,MAY,8,21543,Tuesday,Los Angeles Angels,52,Cloudy,Night,NO,NO,NO,NO,NO,-424,22
658,2012,Minnesota Twins,MAY,9,22340,Wednesday,Los Angeles Angels,65,Cloudy,Night,NO,NO,NO,NO,NO,797,22
659,2012,Minnesota Twins,MAY,10,22007,Thursday,Toronto Blue Jays,73,Clear,Night,NO,NO,NO,NO,NO,-333,22
660,2012,Minnesota Twins,MAY,11,23371,Friday,Toronto Blue Jays,51,Cloudy,Night,NO,NO,NO,NO,YES,1364,23
661,2012,Minnesota Twins,MAY,12,27174,Saturday,Toronto Blue Jays,69,Clear,Night,YES,NO,NO,NO,,3803,27
662,2012,Minnesota Twins,MAY,13,25822,Sunday,Toronto Blue Jays,71,Cloudy,Day,NO,NO,NO,NO,YES,-1352,26
663,2012,Minnesota Twins,MAY,14,22619,Monday,Cleveland Indians,84,Cloudy,Night,NO,NO,NO,NO,NO,-3203,23
664,2012,Minnesota Twins,MAY,15,25012,Tuesday,Cleveland Indians,72,Cloudy,Day,NO,NO,NO,NO,NO,2393,25
665,2012,Minnesota Twins,MAY,25,26368,Friday,Detroit Tigers,66,Cloudy,Night,NO,NO,YES,NO,,1356,26
666,2012,Minnesota Twins,MAY,26,26152,Saturday,Detroit Tigers,61,Cloudy,Day,YES,NO,NO,NO,NO,-216,26
667,2012,Minnesota Twins,MAY,27,27097,Sunday,Detroit Tigers,85,Cloudy,Day,NO,NO,NO,NO,NO,945,27
668,2012,Minnesota Twins,MAY,28,24296,Monday,Oakland Athletics,74,Cloudy,Day,NO,NO,NO,NO,NO,-2801,24
669,2012,Minnesota Twins,MAY,29,22247,Tuesday,Oakland Athletics,62,Cloudy,Night,NO,NO,NO,NO,NO,-2049,22
670,2012,Minnesota Twins,MAY,30,24572,Wednesday,Oakland Athletics,58,Cloudy,Day,NO,NO,NO,NO,YES,2325,25
671,2012,Minnesota Twins,JUN,8,26610,Friday,Chicago Cubs,89,Cloudy,Night,NO,NO,NO,NO,YES,2038,27
672,2012,Minnesota Twins,JUN,9,27516,Saturday,Chicago Cubs,86,Clear,Day,NO,NO,NO,NO,,906,28
673,2012,Minnesota Twins,JUN,10,26268,Sunday,Chicago Cubs,88,Cloudy,Day,NO,YES,NO,NO,YES,-1248,26
674,2012,Minnesota Twins,JUN,12,22835,Tuesday,Philadelphia Phillies,68,Clear,Night,NO,NO,NO,NO,YES,-3433,23
675,2012,Minnesota Twins,JUN,13,22807,Wednesday,Philadelphia Phillies,76,Cloudy,Night,NO,NO,NO,NO,YES,-28,23
676,2012,Minnesota Twins,JUN,14,22544,Thursday,Philadelphia Phillies,67,Cloudy,Night,NO,NO,NO,NO,NO,-263,23
677,2012,Minnesota Twins,JUN,15,26106,Friday,Milwaukee Brewers,78,Cloudy,Night,NO,NO,NO,NO,YES,3562,26
678,2012,Minnesota Twins,JUN,16,26389,Saturday,Milwaukee Brewers,74,Cloudy,Day,NO,NO,NO,NO,NO,283,26
679,2012,Minnesota Twins,JUN,17,27444,Sunday,Milwaukee Brewers,79,Cloudy,Day,NO,NO,NO,NO,YES,1055,27
680,2012,Minnesota Twins,JUN,25,24961,Monday,Chicago White Sox,76,Clear,Night,NO,NO,NO,NO,NO,-2483,25
681,2012,Minnesota Twins,JUN,26,24571,Tuesday,Chicago White Sox,81,Clear,Night,NO,NO,NO,NO,YES,-390,25
682,2012,Minnesota Twins,JUN,27,25577,Wednesday,Chicago White Sox,83,Clear,Day,NO,NO,NO,NO,YES,1006,26
683,2012,Minnesota Twins,JUN,29,23351,Friday,Kansas City Royals,88,Cloudy,Night,NO,NO,NO,NO,YES,-2226,23
684,2012,Minnesota Twins,JUN,30,26386,Saturday,Kansas City Royals,85,Clear,Day,NO,NO,NO,NO,YES,3035,26
685,2012,Minnesota Twins,JUN,30,26340,Saturday,Kansas City Royals,91,Clear,Night,NO,NO,NO,NO,NO,-46,26
686,2012,Minnesota Twins,JUL,1,26473,Sunday,Kansas City Royals,91,Clear,Day,NO,NO,NO,NO,NO,133,26
687,2012,Minnesota Twins,JUL,13,23261,Friday,Oakland Athletics,68,Cloudy,Night,NO,NO,NO,NO,YES,-3212,23
688,2012,Minnesota Twins,JUL,14,27359,Saturday,Oakland Athletics,90,Cloudy,Night,NO,NO,NO,NO,YES,4098,27
689,2012,Minnesota Twins,JUL,15,25797,Sunday,Oakland Athletics,89,Cloudy,Day,YES,NO,NO,NO,YES,-1562,26
690,2012,Minnesota Twins,JUL,16,22712,Monday,Baltimore Orioles,97,Clear,Night,NO,NO,NO,NO,YES,-3085,23
691,2012,Minnesota Twins,JUL,17,22541,Tuesday,Baltimore Orioles,90,Cloudy,Night,NO,NO,NO,NO,YES,-171,23
692,2012,Minnesota Twins,JUL,18,23236,Wednesday,Baltimore Orioles,76,Cloudy,Night,NO,NO,NO,NO,YES,695,23
693,2012,Minnesota Twins,JUL,19,26373,Thursday,Baltimore Orioles,75,Cloudy,Day,NO,NO,NO,NO,NO,3137,26
694,2012,Minnesota Twins,JUL,27,26474,Friday,Cleveland Indians,77,Cloudy,Night,NO,NO,YES,NO,YES,101,26
695,2012,Minnesota Twins,JUL,28,27416,Saturday,Cleveland Indians,82,Cloudy,Night,NO,NO,NO,NO,NO,942,27
696,2012,Minnesota Twins,JUL,29,24304,Sunday,Cleveland Indians,72,Cloudy,Day,NO,NO,NO,NO,,-3112,24
697,2012,Minnesota Twins,JUL,30,24513,Monday,Chicago White Sox,85,Cloudy,Night,NO,NO,NO,NO,YES,209,25
698,2012,Minnesota Twins,JUL,31,25497,Tuesday,Chicago White Sox,77,Cloudy,Night,NO,NO,NO,NO,NO,984,25
699,2012,Minnesota Twins,AUG,1,24376,Wednesday,Chicago White Sox,81,Cloudy,Day,NO,NO,NO,NO,NO,-1121,24
700,2012,Minnesota Twins,AUG,10,26676,Friday,Tampa Bay Rays,76,Cloudy,Night,NO,NO,YES,NO,NO,2300,27
701,2012,Minnesota Twins,AUG,11,27658,Saturday,Tampa Bay Rays,77,Cloudy,Night,NO,NO,NO,NO,YES,982,28
702,2012,Minnesota Twins,AUG,12,24729,Sunday,Tampa Bay Rays,68,Cloudy,Day,NO,NO,NO,NO,NO,-2929,25
703,2012,Minnesota Twins,AUG,13,24056,Monday,Detroit Tigers,80,Cloudy,Night,NO,NO,NO,NO,YES,-673,24
704,2012,Minnesota Twins,AUG,14,26281,Tuesday,Detroit Tigers,75,Cloudy,Night,NO,NO,NO,NO,NO,2225,26
705,2012,Minnesota Twins,AUG,15,25983,Wednesday,Detroit Tigers,72,Cloudy,Day,NO,NO,NO,NO,YES,-298,26
706,2012,Minnesota Twins,AUG,27,22318,Monday,Seattle Mariners,84,Clear,Night,NO,NO,NO,NO,NO,-3665,22
707,2012,Minnesota Twins,AUG,28,20898,Tuesday,Seattle Mariners,83,Cloudy,Night,NO,NO,NO,NO,,-1420,21
708,2012,Minnesota Twins,AUG,29,20497,Wednesday,Seattle Mariners,91,Clear,Night,NO,NO,NO,NO,NO,-401,20
709,2012,Minnesota Twins,AUG,30,22805,Thursday,Seattle Mariners,85,Cloudy,Day,NO,NO,NO,NO,YES,2308,23
710,2012,Minnesota Twins,SEP,7,21078,Friday,Cleveland Indians,64,Cloudy,Night,NO,NO,NO,NO,NO,-1727,21
711,2012,Minnesota Twins,SEP,8,23589,Saturday,Cleveland Indians,70,Cloudy,Night,NO,NO,NO,NO,NO,2511,24
712,2012,Minnesota Twins,SEP,9,21153,Sunday,Cleveland Indians,71,Cloudy,Day,NO,NO,NO,NO,NO,-2436,21
713,2012,Minnesota Twins,SEP,10,19268,Monday,Cleveland Indians,80,Cloudy,Night,NO,NO,NO,NO,YES,-1885,19
714,2012,Minnesota Twins,SEP,11,20295,Tuesday,Kansas City Royals,93,Clear,Night,NO,NO,NO,NO,NO,1027,20
715,2012,Minnesota Twins,SEP,12,19697,Wednesday,Kansas City Royals,58,Cloudy,Night,NO,NO,NO,NO,NO,-598,20
716,2012,Minnesota Twins,SEP,13,20068,Thursday,Kansas City Royals,73,Clear,Night,NO,NO,NO,NO,YES,371,20
717,2012,Minnesota Twins,SEP,14,21510,Friday,Chicago White Sox,74,Clear,Night,YES,NO,NO,NO,NO,1442,22
726,2012,New York Yankees,APR,13,34570,Friday,Los Angeles Angels,59,Clear,Day,NO,NO,NO,NO,YES,,35
727,2012,New York Yankees,APR,14,32780,Saturday,Los Angeles Angels,68,Cloudy,Day,NO,NO,NO,NO,,-1790,33
728,2012,New York Yankees,APR,15,28738,Sunday,Los Angeles Angels,74,Cloudy,Night,NO,NO,NO,NO,YES,-4042,29
729,2012,New York Yankees,APR,16,28153,Monday,Minnesota Twins,77,Cloudy,Night,NO,NO,NO,NO,YES,-585,28
730,2012,New York Yankees,APR,17,28136,Tuesday,Minnesota Twins,73,Cloudy,Night,NO,NO,NO,NO,NO,-17,28
731,2012,New York Yankees,APR,18,25782,Wednesday,Minnesota Twins,58,Cloudy,Night,NO,NO,NO,NO,NO,-2354,26
732,2012,New York Yankees,APR,19,28229,Thursday,Minnesota Twins,60,Cloudy,Night,NO,NO,NO,NO,YES,2447,28
733,2012,New York Yankees,APR,27,28840,Friday,Detroit Tigers,47,Cloudy,Night,NO,NO,NO,NO,YES,611,29
734,2012,New York Yankees,APR,28,31280,Saturday,Detroit Tigers,58,Cloudy,Day,NO,NO,NO,NO,NO,2440,31
735,2012,New York Yankees,APR,29,30159,Sunday,Detroit Tigers,57,Clear,Day,NO,NO,NO,NO,NO,-1121,30
736,2012,New York Yankees,APR,30,25823,Monday,Baltimore Orioles,52,Cloudy,Night,NO,NO,NO,NO,NO,-4336,26
737,2012,New York Yankees,MAY,1,26453,Tuesday,Baltimore Orioles,66,Cloudy,Night,NO,NO,NO,NO,YES,630,26
738,2012,New York Yankees,MAY,2,27552,Wednesday,Baltimore Orioles,53,Cloudy,Night,NO,NO,NO,NO,YES,1099,28
739,2012,New York Yankees,MAY,8,25960,Tuesday,Tampa Bay Rays,61,Cloudy,Night,NO,NO,NO,NO,NO,-1592,26
740,2012,New York Yankees,MAY,9,26617,Wednesday,Tampa Bay Rays,66,Cloudy,Night,NO,NO,NO,NO,NO,657,27
741,2012,New York Yankees,MAY,10,26404,Thursday,Tampa Bay Rays,61,Cloudy,Night,NO,NO,NO,NO,NO,-213,26
742,2012,New York Yankees,MAY,11,26058,Friday,Seattle Mariners,68,Clear,Night,NO,NO,NO,NO,NO,-346,26
743,2012,New York Yankees,MAY,12,30768,Saturday,Seattle Mariners,77,Cloudy,Day,NO,NO,NO,NO,NO,4710,31
744,2012,New York Yankees,MAY,13,29142,Sunday,Seattle Mariners,79,Cloudy,Day,NO,NO,NO,NO,NO,-1626,29
745,2012,New York Yankees,MAY,18,29410,Friday,Cincinnati Reds,66,Clear,Night,NO,YES,NO,NO,NO,268,29
746,2012,New York Yankees,MAY,19,31711,Saturday,Cincinnati Reds,74,Clear,Day,YES,NO,NO,NO,NO,2301,32
747,2012,New York Yankees,MAY,20,31935,Sunday,Cincinnati Reds,72,Clear,Day,NO,NO,NO,NO,NO,224,32
748,2012,New York Yankees,MAY,21,27460,Monday,Kansas City Royals,61,Cloudy,Night,NO,NO,NO,NO,NO,-4475,27
749,2012,New York Yankees,MAY,22,26372,Tuesday,Kansas City Royals,67,Cloudy,Night,NO,NO,NO,NO,NO,-1088,26
750,2012,New York Yankees,MAY,23,28285,Wednesday,Kansas City Royals,71,Cloudy,Night,NO,NO,NO,NO,YES,1913,28
751,2012,New York Yankees,JUN,5,28376,Tuesday,Tampa Bay Rays,62,Cloudy,Night,NO,NO,NO,NO,YES,91,28
752,2012,New York Yankees,JUN,6,26859,Wednesday,Tampa Bay Rays,68,Cloudy,Night,NO,NO,NO,NO,YES,-1517,27
753,2012,New York Yankees,JUN,7,27924,Thursday,Tampa Bay Rays,70,Cloudy,Night,NO,NO,NO,NO,NO,1065,28
754,2012,New York Yankees,JUN,8,33996,Friday,New York Mets,77,Cloudy,Night,NO,NO,NO,NO,YES,6072,34
755,2012,New York Yankees,JUN,9,34002,Saturday,New York Mets,75,Cloudy,Night,NO,NO,NO,NO,NO,6,34
756,2012,New York Yankees,JUN,10,34307,Sunday,New York Mets,81,Cloudy,Day,NO,NO,NO,NO,YES,305,34
757,2012,New York Yankees,JUN,18,29896,Monday,Atlanta Braves,67,Cloudy,Night,NO,NO,NO,NO,NO,-4411,30
758,2012,New York Yankees,JUN,19,28853,Tuesday,Atlanta Braves,72,Cloudy,Night,NO,NO,NO,NO,NO,-1043,29
759,2012,New York Yankees,JUN,20,31566,Wednesday,Atlanta Braves,94,Clear,Day,NO,NO,NO,NO,NO,2713,32
760,2012,New York Yankees,JUN,25,29603,Monday,Cleveland Indians,64,Cloudy,Night,YES,NO,NO,NO,YES,-1963,30
761,2012,New York Yankees,JUN,26,30104,Tuesday,Cleveland Indians,72,Cloudy,Night,NO,YES,NO,NO,NO,501,30
762,2012,New York Yankees,JUN,27,31569,Wednesday,Cleveland Indians,78,Cloudy,Day,NO,NO,NO,NO,NO,1465,32
763,2012,New York Yankees,JUN,28,30829,Thursday,Chicago White Sox,88,Cloudy,Night,NO,NO,NO,NO,,-740,31
764,2012,New York Yankees,JUN,29,30985,Friday,Chicago White Sox,95,Clear,Night,NO,NO,NO,NO,NO,156,31
765,2012,New York Yankees,JUN,30,32826,Saturday,Chicago White Sox,93,Cloudy,Day,NO,NO,NO,NO,NO,1841,33
766,2012,New York Yankees,JUL,1,33827,Sunday,Chicago White Sox,95,Clear,Day,NO,NO,NO,NO,YES,1001,34
767,2012,New York Yankees,JUL,13,33511,Friday,Los Angeles Angels,81,Cloudy,Night,YES,NO,NO,NO,NO,-316,34
768,2012,New York Yankees,JUL,14,33452,Saturday,Los Angeles Angels,85,Cloudy,Day,NO,NO,NO,NO,YES,-59,33
769,2012,New York Yankees,JUL,15,32675,Sunday,Los Angeles Angels,87,Cloudy,Day,NO,NO,NO,NO,NO,-777,33
770,2012,New York Yankees,JUL,16,29973,Monday,Toronto Blue Jays,89,Cloudy,Night,NO,NO,NO,NO,NO,-2702,30
771,2012,New York Yankees,JUL,17,31482,Tuesday,Toronto Blue Jays,95,Cloudy,Night,NO,NO,NO,NO,YES,1509,31
772,2012,New York Yankees,JUL,18,32190,Wednesday,Toronto Blue Jays,94,Cloudy,Day,NO,NO,NO,NO,YES,708,32
773,2012,New York Yankees,JUL,27,34700,Friday,Boston Red Sox,86,Cloudy,Night,NO,NO,NO,NO,NO,2510,35
774,2012,New York Yankees,JUL,28,34701,Saturday,Boston Red Sox,69,Cloudy,Day,NO,NO,NO,NO,NO,1,35
775,2012,New York Yankees,JUL,29,33968,Sunday,Boston Red Sox,76,Cloudy,Night,NO,NO,NO,NO,YES,-733,34
776,2012,New York Yankees,JUL,30,30136,Monday,Baltimore Orioles,77,Cloudy,Night,NO,NO,NO,NO,YES,-3832,30
777,2012,New York Yankees,JUL,31,29975,Tuesday,Baltimore Orioles,76,Cloudy,Night,NO,NO,NO,NO,YES,-161,30
778,2012,New York Yankees,AUG,1,31215,Wednesday,Baltimore Orioles,80,Cloudy,Day,NO,NO,NO,NO,,1240,31
779,2012,New York Yankees,AUG,3,32110,Friday,Seattle Mariners,84,Cloudy,Night,NO,NO,NO,NO,NO,895,32
780,2012,New York Yankees,AUG,4,32947,Saturday,Seattle Mariners,91,Cloudy,Day,YES,NO,NO,NO,NO,837,33
781,2012,New York Yankees,AUG,5,32115,Sunday,Seattle Mariners,89,Cloudy,Day,NO,NO,NO,NO,NO,-832,32
782,2012,New York Yankees,AUG,13,31973,Monday,Texas Rangers,84,Cloudy,Night,NO,NO,NO,NO,YES,-142,32
783,2012,New York Yankees,AUG,14,31173,Tuesday,Texas Rangers,78,Cloudy,Night,NO,NO,NO,NO,YES,-800,31
784,2012,New York Yankees,AUG,15,32145,Wednesday,Texas Rangers,71,Cloudy,Night,NO,NO,NO,NO,YES,972,32
785,2012,New York Yankees,AUG,16,33352,Thursday,Texas Rangers,82,Cloudy,Day,NO,NO,NO,NO,NO,1207,33
786,2012,New York Yankees,AUG,17,34595,Friday,Boston Red Sox,78,Cloudy,Night,NO,NO,NO,NO,NO,1243,35
787,2012,New York Yankees,AUG,18,34626,Saturday,Boston Red Sox,78,Clear,Day,NO,NO,NO,NO,NO,31,35
788,2012,New York Yankees,AUG,19,34034,Sunday,Boston Red Sox,72,Cloudy,Night,NO,NO,NO,NO,YES,-592,34
789,2012,New York Yankees,AUG,27,30073,Monday,Toronto Blue Jays,78,Cloudy,Night,NO,NO,NO,NO,YES,-3961,30
